Breakdown of individual trades US
Name of Issuer Date Time (EST)
Identity code of 
the financial 
instrument Currency Price Quantity bought Exchange Venue Reference number of the transaction 
Coca-Cola Europacific Partners PLC 27/07/2026 09:42:06 GB00BDCPN049 USD $106.6300 25 NASD VHTG365820260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:42:06 GB00BDCPN049 USD $106.6300 25 NASD VHTG366320260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:42:06 GB00BDCPN049 USD $106.6300 10 NASD VHTG366420260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:42:06 GB00BDCPN049 USD $106.6600 25 NYSE VHTG365220260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:42:06 GB00BDCPN049 USD $106.6600 25 NYSE VHTG365320260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:42:06 GB00BDCPN049 USD $106.6600 10 NYSE VHTG365420260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8500 58 BATS VHTG416420260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8500 81 EDGX VHTG416520260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8650 100 IEXG VHTG416320260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8650 151 IEXG VHTG416920260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8300 7 MEMX VHTG417120260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8300 13 MEMX VHTG417220260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8300 12 MEMX VHTG417320260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8300 8 MEMX VHTG417420260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8300 17 MEMX VHTG417520260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8300 3 MEMX VHTG417620260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8200 3 NASD VHTG417720260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8500 72 NASD VHTG416720260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8500 28 NASD VHTG416820260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8700 25 PCSE VHTG416120260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:43:49 GB00BDCPN049 USD $106.8700 1 PCSE VHTG416220260727E
